id,SiO_var,SiOSi_skew,SiOSi_gmean,SiO_skew,SiO_gmean,SiO_max,density,SiO_mean,largest_free_sphere,k_dft,mode_dim,volume,AV,SiOSi_min,max_dim,SiOSi_var,SiOSi_hmean,largest_included_sphere,min_dim,SiOSi_std,NAV,g_dft,SiO_min,SiO_average,largest_included_sphere_free,spg,SiO_hmean,NASA,VolFrac,ASA,SiOSi_average,SiOSi_mean,SiO_std,SiOSi_max
9000027,0.001508073,-9.41E-15,158.2203364,-0.098217874,1.729444139,1.7852054,4.07199366,1.729880842,0.0663,24.608817,0,14.49640909,0,125.6414206,0,420.5914009,150.4670687,2.04584,0,20.50832516,0,21.5626637,1.666385606,1.729880842,0.44932,9,1.729006672,0,0,0,158.2244303,158.2244303,0.038833922,159.3626255
9000039,1.81E-07,1.431054012,152.3407415,-1.5,1.621813723,1.622026217,1.567528326,1.621813778,3.16403,35.60362747,0,14.07555885,0,127.8479591,0,187.0509479,141.5311234,2.75692,0,13.67665704,1.69E-05,19.46974058,1.620964025,1.621813778,4.45261,115,1.621813667,303.525,0.06286,0,152.8753143,152.8753143,0.000424877,179.1994691
9000670,3.16E-05,-0.638196696,159.7506701,1.396505167,1.63333975,1.644441085,2.052928515,1.633349406,1.95058,30.53983949,0,13.31582454,0,118.1010912,0,189.4200972,142.2556976,3.25243,0,13.76299739,0.000488474,23.86402972,1.629352374,1.633349406,2.73251,61,1.633330125,0,0,0,160.0313477,160.0313477,0.005625387,171.2406729
9000901,1.23E-05,1.631442884,161.421407,0.697012943,1.641995032,1.646941537,1.970811375,1.641998759,1.4844,32.23136591,1,17.87143578,0.0140146,137.5419053,1,137.4735327,152.0691616,3.94279,1,11.72491078,0,23.26807338,1.639285736,1.641998759,3.48494,88,1.641991307,0,0,0,161.5509965,161.5509965,0.003500636,180
9004990,3.60E-05,1.248563508,162.9451898,0.40815038,1.611313803,1.618683578,1.653443712,1.611324975,2.11619,33.25968024,1,16.3619354,0.0272754,127.8612702,1,152.2279584,146.5402322,5.09317,1,12.33806948,0,23.40490931,1.606392139,1.611324975,5.78182,194,1.611302643,333.818,0,0,163.0384558,163.0384558,0.006003326,176.247271
9008611,9.22E-05,0.713891549,153.9964121,-1.681809362,1.599997161,1.607222261,1.596909169,1.600026158,3.2718,27.34875627,0,12.84878787,0,98.17719369,0,420.6282882,143.7611391,2.5215,0,20.50922447,0,32.75045562,1.578840363,1.600026158,5.30862,15,1.599967967,517.144,0.09166,0,154.2795651,154.2795651,0.009600373,180
9010547,4.50E-06,0.007132129,155.1299979,0.313797976,1.614808328,1.618334249,1.792953219,1.614809722,3.0892,28.84549641,0,14.70515513,0,126.8485681,0,183.0452157,146.0887971,3.23052,0,13.52942038,0.000495223,25.67816745,1.611177779,1.614809722,4.16806,51,1.614806934,72.353,0.03268,0,156.317469,156.317469,0.002122337,180
9016559,4.85E-05,0.87930156,156.9404788,-0.277275097,1.619134209,1.62711073,1.692086626,1.619149205,3.04462,34.52670607,1,16.74411985,0.00918334,135.8785415,1,116.9779386,150.2379874,4.0809,1,10.81563399,0.000120833,22.52830848,1.606177911,1.619149205,3.90333,64,1.6191192,79.7729,0.03652,0,157.2853368,157.2853368,0.006965872,180
9021868,2.45E-05,1.959003552,153.0060685,-0.343867218,1.622368888,1.630414064,1.607771586,1.622376437,4.69099,38.54902026,0,15.90861039,0,133.6490031,0,172.8452242,149.9962074,3.31336,0,13.14706143,0.000994968,31.6666666,1.609603785,1.622376437,5.75003,69,1.622361333,0,0.10182,571.366,153.1807937,153.1807937,0.004947502,179.2307307
9022593,7.66E-06,0.310069737,163.1419493,-0.082338373,1.607327557,1.611103903,1.832578465,1.607329941,3.24124,43.49296013,0,13.64995993,0,118.4791444,0,141.8861974,140.8310096,2.80014,0,11.91159928,8.21E-05,42.21365383,1.603678221,1.607329941,4.62484,59,1.607325174,68.0637,0.02562,0,163.3466336,163.3466336,0.002767709,180
9023711,2.04E-05,-0.488025456,170.6600348,0.317336807,1.625893214,1.634435534,1.824825347,1.625899499,1.95594,28.69935574,0,14.3794771,0,100.2199014,0,424.680012,147.9414943,2.6127,0,20.60776582,0,28.29188415,1.619481779,1.625899499,3.37637,44,1.625886933,0,0,0,170.8069534,170.8069534,0.004521953,179.4528292
9029012,7.69E-05,-1.452756258,156.3526431,0.102312272,1.614620077,1.627479049,1.57096484,1.614643896,2.62786,48.18779861,2,23.24765756,0.217145,124.3364104,2,259.9775162,144.2279822,10.49512,2,16.12381829,0,22.73045908,1.59975933,1.614643896,6.13013,164,1.614596266,484.017,0.03296,0,156.7810574,156.7810574,0.008771902,168.6048238
9029075,3.11E-13,0.07194028,152.4456937,-0.360272828,1.624853671,1.624854273,1.452744597,1.624853671,6.70304,36.09168273,0,13.91289301,0,134.0184195,0,111.2741597,147.3644436,2.54597,0,10.54865677,0,23.83977441,1.624852929,1.624853671,7.13197,194,1.624853671,127.524,0.1435,575.23,152.46,152.46,5.58E-07,155.0043626
9030731,0.00017887,-0.480777404,157.4239262,0.73065393,1.605720611,1.631338324,1.813099779,1.605776085,3.49529,39.42721647,0,13.33470291,0,125.4715369,0,162.8853348,144.6122154,2.0311,0,12.76265391,0,33.72147924,1.589366994,1.605776085,3.98044,24,1.605665358,73.623,0.02948,0,158.0353719,158.0353719,0.013374224,177.7386815
9032887,3.85E-07,1.239415167,161.4395812,-0.371983867,1.615682358,1.616474314,1.642137715,1.615682477,2.06974,34.15329235,0,17.26007277,0,140.5891557,0,153.3386264,159.0819668,3.43596,0,12.38299747,0.00269873,28.96976859,1.614734382,1.615682477,5.76712,194,1.615682239,339.772,0,0,161.6112189,161.6112189,0.000620101,177.7112387
9040542,4.57E-06,1.550950281,150.416443,0.707106578,1.619024231,1.62205033,1.603485472,1.619025643,7.3497,37.02726054,0,12.94203707,0,97.15630267,0,397.6259527,144.8096129,2.53149,0,19.94056049,0,32.54794439,1.617512827,1.619025643,7.87625,194,1.619022821,164.611,0.1115,305.109,150.5685833,150.5685833,0.002138357,169.9769229
9040631,0.000215022,-0.974742779,159.3550195,0.382536515,1.611779553,1.638931648,1.692786361,1.611846104,2.11123,56.6507663,0,14.33486154,0,136.8446192,0,186.4078954,152.5494263,3.11258,0,13.65312768,0.000301721,35.71441219,1.590253113,1.611846104,6.3061,47,1.611713152,325.733,0,0,159.781854,159.781854,0.014663627,174.9980923
9047601,2.53E-05,-0.858523945,169.1526644,1.101487089,1.600819055,1.610243631,1.935979716,1.60082693,1.9981,25.46230634,0,17.14049535,0,153.1861277,0,56.3945105,174.2243072,2.78362,0,7.509627853,4.12E-05,27.69931248,1.596470453,1.60082693,3.11611,11,1.600811199,0,0,0,169.7509279,169.7509279,0.005026835,180
9048233,5.90E-06,0.759541873,157.409194,1.465962105,1.616112656,1.622236634,1.702791806,1.616114478,4.26804,38.64466868,0,10.76126734,0,97.8453279,0,519.9068327,142.0938196,1.43414,0,22.80146558,0,28.62983451,1.612099178,1.616114478,5.30504,65,1.616110837,0,0.0657,327.317,157.6042787,157.6042787,0.002428274,180
9055883,7.74E-06,0.157854776,157.5748494,-0.261629182,1.607933608,1.612055008,1.847251417,1.607936016,3.41882,30.66534538,0,16.11692486,0,135.0753988,0,173.5147088,154.1687084,2.98291,0,13.1724982,0.00021323,28.37749942,1.603322458,1.607936016,4.24706,62,1.607931199,69.9128,0.0255,0,158.0538769,158.0538769,0.002782594,180
9064554,7.70E-05,-0.441806021,156.8011183,0.310458569,1.612629552,1.625627337,1.764583548,1.612653399,2.59332,55.30153684,0,15.63156545,0,132.4013711,0,161.6046714,151.7750518,3.36202,0,12.7123826,0.00271671,33.2190947,1.600948076,1.612653399,3.85985,57,1.612605731,41.4176,0,0,158.205203,158.205203,0.008775001,180
9065051,1.56E-05,-1.077860937,167.9303359,-0.892133307,1.607380335,1.612177745,1.905326009,1.607385186,2.25942,29.84751198,0,16.7615027,0,149.2581297,0,94.17459753,167.6453537,2.78074,0,9.704359718,1.01E-05,28.745717,1.599699697,1.607385186,3.42975,57,1.607375478,0,0,0,168.3578396,168.3578396,0.003945898,180
9069401,1.90E-05,1.419092789,162.9775397,-2.213187016,1.605066932,1.607605425,1.649874927,1.605072881,2.17864,33.03810593,0,16.90421579,0,153.7455491,0,92.76697633,170.600097,3.01013,0,9.631561469,0.000254143,32.14789595,1.593603127,1.605072881,5.82226,194,1.605060959,327.372,0,0,163.0137332,163.0137332,0.004361205,173.9677525
9071023,0.000350556,0.441417156,143.1233569,-0.24703765,1.614119178,1.638452917,2.501157736,1.614227978,1.01566,22.76732964,0,16.35620403,0,150.4721508,0,99.31523145,167.4415159,2.63452,0,9.965702757,0,20.3649722,1.583939646,1.614227978,2.20781,5,1.614010168,0,0,0,144.1077126,144.1077126,0.01872314,175.2838285
9071760,0.000112747,0.462737075,158.8385792,0.188309081,1.614821537,1.626997921,1.627822987,1.614856418,5.58686,40.90971635,0,15.32726301,0,128.7884473,0,121.2042083,143.2367125,3.78575,0,11.00927828,0.00731861,29.82265617,1.604651185,1.614856418,5.67453,62,1.614786685,0,0.098,573.598,159.2842658,159.2842658,0.010618241,177.5300283
9071861,9.79E-05,0.60091897,147.552863,0.90096681,1.61145997,1.63314124,1.66948997,1.61149023,6.58928,36.15786905,1,19.9207198,0.0962814,128.571241,1,182.925175,146.968676,6.99819,1,13.5249834,0,35.05809869,1.597995,1.61149023,6.99608,2,1.61142982,0,0.16074,640.127,148.153347,148.153347,0.00989292,180
9072201,7.05E-05,-1.375696173,157.2039778,-0.234166505,1.60911624,1.619209073,1.594320552,1.609138158,2.52063,47.17062616,0,10.79150101,0,100.767733,0,490.1077195,143.7785515,1.15591,0,22.13837662,0,37.02831552,1.595501415,1.609138158,6.04352,164,1.609094304,459.138,0,0,157.603491,157.603491,0.008395151,174.7717263
9073958,5.47E-06,0.162100604,153.2740759,-0.225081801,1.610545442,1.612977367,2.077199595,1.610547141,2.72646,28.88472564,0,15.30840862,0,135.9388736,0,178.1421263,153.226931,2.70585,0,13.34698941,9.21E-06,31.32490221,1.606818306,1.610547141,3.5584,51,1.610543743,0,0.00664,0,153.9647502,153.9647502,0.002339028,180
9074024,2.35E-05,-0.426938997,175.4951201,-0.856725627,1.610258015,1.625758449,1.700824591,1.610265327,2.24463,37.37974971,0,16.65765119,0,135.655463,0,196.8658552,154.5610176,3.03891,0,14.03088932,0.000390681,36.53054915,1.595064744,1.610265327,6.46243,227,1.61025069,263.473,0,0,175.5387191,175.5387191,0.004848445,180
9077059,6.86E-05,1.50879199,146.373194,0.67266378,1.60005023,1.61511631,1.86318444,1.60007161,3.78313,44.71547594,1,17.8497852,0.0322782,134.13941,1,171.86934,145.876343,4.59946,1,13.1098947,0,34.57924099,1.59038519,1.60007161,4.58481,2,1.6000289,0,0.06014,351.725,146.912765,146.912765,0.00828069,180
9080900,3.02E-05,0.178737351,156.4634414,0.01414768,1.616954953,1.624361935,1.870409843,1.616964293,3.0017,41.10390936,2,25.76477055,0.295661,127.6614941,2,225.2065607,147.6105996,10.86979,2,15.00688378,0,27.25378774,1.607630618,1.616964293,3.91902,94,1.616945614,58.6766,0.0212,0,157.1143222,157.1143222,0.005495754,176.6761358
9083793,9.69E-05,0.442100546,159.9308836,-0.982685108,1.614829256,1.627466389,1.689266893,1.61485937,3.46702,41.06644493,1,14.79164606,0.00201033,131.0300398,1,113.3714068,145.8118289,3.3536,1,10.64760099,0,39.90076066,1.595107391,1.61485937,4.2644,57,1.614799021,108.193,0.03842,0,160.1879624,160.1879624,0.009842117,180
9084518,5.41E-05,-0.52979358,153.7792425,-0.08034571,1.615003763,1.624422046,1.588557387,1.615020518,3.6362,41.13913322,0,13.56540204,0,128.0236183,0,188.7344312,143.8464209,2.52584,0,13.73806505,0,32.21607118,1.605634606,1.615020518,6.39399,89,1.614987005,602.116,0.06102,0,154.51292,154.51292,0.007355608,174.6636011
9085429,5.60E-05,-0.151940404,163.3209913,-0.624516406,1.603973401,1.613534433,1.836620998,1.603990907,3.55461,42.91882401,1,15.06267245,0.0019747,130.1165501,1,158.7583543,148.4246927,3.31916,1,12.59993469,0,35.51871667,1.590327229,1.603990907,4.5243,57,1.603955862,58.2127,0.02288,0,163.7296519,163.7296519,0.007486404,180
9085653,7.01E-05,0.597441817,154.2628425,0.46168717,1.606059387,1.620424771,1.423812663,1.606081181,12.92585,62.64397602,1,16.44514145,0.00615136,121.8764086,1,286.9004287,147.5508854,3.76895,1,16.93813534,0,28.27970196,1.594472495,1.606081181,13.43954,164,1.606037627,0,0.22694,734.501,154.86879,154.86879,0.00837366,178.6679292
9089241,6.80E-05,1.436984852,147.9634344,1.283268182,1.614887755,1.632925119,1.875935494,1.614908717,3.44687,50.75149276,1,17.18644268,0.0112036,116.4647363,1,450.7709242,160.7665772,3.97729,1,21.23136652,0,36.4352018,1.607381158,1.614908717,4.53997,15,1.614866884,213.151,0.05168,0,148.2467461,148.2467461,0.008246088,180
9093126,4.94E-05,1.116538515,158.0967802,0.334977974,1.60806342,1.620276634,1.58800376,1.608078773,1.63806,32.51913555,0,15.74009282,0,124.1567318,0,182.5085014,143.2483741,2.88863,0,13.50957073,0.000302901,37.95701055,1.595797329,1.608078773,10.34447,225,1.608048083,519.855,0,0,158.4655003,158.4655003,0.007030108,179.9983378
9093644,6.41E-05,0.349488517,156.2776608,0.599997378,1.6181347,1.63189121,1.830039134,1.618154476,2.57227,30.96666445,1,17.89462344,0.0540219,127.855109,1,270.6722584,145.2762505,5.22892,1,16.45212018,0,19.03288995,1.609004786,1.618154476,4.31721,73,1.618114963,60.629,0,0,156.6587662,156.6587662,0.008007978,180
9094641,3.00E-05,-0.466334148,166.1591004,-0.430575618,1.603789456,1.611291602,1.905865186,1.603798811,2.00945,27.13413046,0,12.44285634,0,130.208933,0,167.5937979,146.3410539,1.68612,0,12.94580233,0,32.01761706,1.594110127,1.603798811,3.34667,62,1.60378009,0,0,0,166.665471,166.665471,0.005475418,180
9095308,5.47E-05,1.317098767,141.8772411,-0.817818266,1.605819345,1.612786157,2.368219107,1.605836409,1.77928,23.74151149,0,15.39017512,0,126.4322482,0,179.2415644,146.5917716,2.87966,0,13.3881128,0.000138828,27.93043212,1.592867748,1.605836409,2.97414,8,1.605802239,0,0,0,142.466523,142.466523,0.007393501,175.916069
9095983,0.000233868,1.437145323,146.1013611,0.305296841,1.609433689,1.636732115,1.837523754,1.609506205,2.90518,46.38452501,1,18.09905416,0.0194828,131.5761757,1,166.0656823,145.6140833,4.48001,1,12.88664744,0,39.99977616,1.589572996,1.609506205,4.44359,2,1.60936131,124.452,0.0358,0,146.6268492,146.6268492,0.015292748,180
9096316,0.00023045,0.766180059,164.7517875,-0.007709839,1.623538817,1.643796485,1.849003776,1.623609792,2.08184,28.25252971,1,16.92653777,0.0126832,131.4657389,1,268.6460978,151.2678749,3.82296,1,16.39042702,0,32.1285273,1.601713827,1.623609792,3.00198,15,1.623467837,0,0,0,164.8373743,164.8373743,0.015180581,180
9097211,3.56E-05,0.410547867,163.843655,0.182360774,1.613996281,1.622556889,1.78404773,1.61400732,4.68023,34.20751799,1,15.20653206,0.0146682,121.208371,1,219.7616941,144.1830231,3.89848,1,14.82436151,0,19.99338506,1.603564851,1.61400732,5.38235,63,1.613985247,0,0.05866,315.896,164.2664595,164.2664595,0.0059706,180
9097479,7.02E-05,0.491004603,165.3399132,1.050639874,1.601999638,1.61733686,1.915058098,1.602021484,2.47516,32.57227778,1,16.20415655,0.00725982,130.5056192,1,148.2256977,151.2052745,3.78969,1,12.17479765,0,24.76380485,1.591065235,1.602021484,2.80242,146,1.601977873,0,0,0,165.4768703,165.4768703,0.008381437,179.9985521
9097593,1.77E-05,-0.428337202,167.4954488,-0.707106781,1.619826972,1.622805432,1.858084024,1.619832435,2.77872,35.06359116,0,14.31152708,0,121.6218685,0,320.6388032,146.6229844,3.01799,0,17.90639001,0.000154918,30.11648688,1.613886441,1.619832435,3.80657,67,1.619821502,11.5683,0.01436,0,167.840892,167.840892,0.004204453,180
9099012,8.07E-06,0.005564135,154.0713614,-0.607476091,1.59932113,1.603300329,1.351128418,1.599323656,12.2311,59.97295519,0,16.51916264,0,123.2079128,0,375.5303381,145.0037839,3.36265,0,19.37860516,0.00367564,31.94303849,1.594106217,1.599323656,13.0909,194,1.599318602,0,0.2684,806.223,155.052287,155.052287,0.002841541,180
9099049,3.31E-07,1.350754056,162.9601569,0.847089649,1.606843044,1.607890983,1.649516245,1.606843147,2.1728,33.30561992,0,14.28431354,0,123.5720496,0,202.4745056,141.0338,3.30065,0,14.22935366,0.00265437,36.20123699,1.606055554,1.606843147,5.8204,164,1.606842941,321.235,0,0,162.9881989,162.9881989,0.000575694,173.5177504
9099281,8.11E-05,-0.540049512,156.5185952,1.089106786,1.61303775,1.631552533,1.846105068,1.613062801,2.70105,45.58022531,0,16.01356143,0,129.2929734,0,169.5568651,146.0414339,3.07991,0,13.02140027,0.00197417,35.26268795,1.601563717,1.613062801,3.93324,36,1.613012799,71.9819,0.02428,0,156.975522,156.975522,0.00900794,173.641661
9099499,0.000549975,-1.045502929,151.3239132,-0.791558647,1.614014837,1.640044042,1.718727785,1.614186541,6.00582,55.84498872,1,14.91668628,0.00577699,123.1039829,1,161.6432586,143.1928257,3.94703,1,12.71390021,0,40.01076202,1.561388245,1.614186541,7.0881,23,1.613841779,0,0.13746,548.137,151.7959616,151.7959616,0.023451551,172.1478445
9100558,2.46E-06,-0.286700623,164.6288366,0.573963653,1.611078378,1.613827398,1.883069602,1.611079142,2.58582,46.76193492,1,16.83009745,0.00993897,136.2899047,1,177.1645244,158.954344,3.69941,1,13.31031646,0,38.07211128,1.608955389,1.611079142,3.61554,39,1.611077615,0.210759,0,0,164.8848557,164.8848557,0.001568973,176.3338952
9101280,1.38E-05,0.362150906,161.3716879,-0.268952198,1.615648367,1.619531061,1.824703652,1.615652631,2.17524,27.08905348,1,16.83935198,0.00669376,132.5027379,1,220.8534153,151.9941026,3.67095,1,14.86113775,0,32.3141073,1.609876884,1.615652631,3.59711,62,1.615644101,0,0,0,161.6659828,161.6659828,0.003711119,180
9102402,0.015310304,0.678235107,160.5090634,-0.391194597,1.731517625,1.845927992,2.884125801,1.736017149,0.88001,31.51774603,0,16.15174395,0,135.2669719,0,164.0712144,151.4673496,3.30451,0,12.80902863,0.00198149,29.25605388,1.581421218,1.736017149,1.39247,91,1.72694387,0,0,0,160.5154142,160.5154142,0.123734813,162.530432
9102468,2.58E-05,-1.057566663,167.8210004,0.258858398,1.61259161,1.623694411,1.73817552,1.61259959,1.87817,37.61057852,0,12.94722404,0,126.3197819,0,188.7420711,143.2869378,2.11829,0,13.7383431,0,36.4868668,1.604768583,1.61259959,6.16116,69,1.612583634,291.8,0,0,168.0320451,168.0320451,0.005074551,180
9103169,0.000690747,0.361269875,144.3026257,-0.321678534,1.613873397,1.64303343,2.45919618,1.61408814,1.09919,22.82960581,1,16.24280079,0.00842976,124.935364,1,270.4745249,151.3836993,3.78584,1,16.44610972,0,26.056213,1.581042238,1.61408814,2.0018,5,1.613657923,0,0,0,145.117162,145.117162,0.026282063,171.5036792
9103292,7.77E-05,0.275021358,156.1310241,-0.389164674,1.616850951,1.62869434,1.687047444,1.616875013,3.73691,37.94312674,0,12.29068771,0,98.89474946,0,415.2555271,144.3365995,1.66,0,20.37781949,0,29.78911716,1.602667069,1.616875013,4.08857,13,1.616826855,31.6079,0.05788,165.443,156.5702804,156.5702804,0.00881469,180
9105117,2.43E-05,0.865601137,162.6648666,0.346837443,1.608372594,1.615880193,1.649653365,1.608380128,7.19417,61.67812945,3,18.43870764,0.0133839,133.0841219,3,177.1058647,150.4230705,3.78485,3,13.30811274,0,37.2523436,1.602041079,1.608380128,7.6268,192,1.608365066,0,0.12144,497.141,162.9151576,162.9151576,0.004924533,178.1426172
9105837,2.88E-05,-1.018787154,168.0381921,-0.841855496,1.604365026,1.610205175,1.892565786,1.604374034,2.93738,28.80415386,1,17.15973674,0.0135597,135.5047811,1,166.4957307,153.2567591,3.94615,1,12.90332247,0,31.2765784,1.59418966,1.604374034,3.74453,49,1.604356002,0.784325,0.00384,0,168.4342087,168.4342087,0.005370958,179.3624725
9109016,7.89E-05,0.109136224,152.2043213,0.136515144,1.611386843,1.626196119,1.757885263,1.611411318,5.27655,61.79591417,0,16.78582593,0,128.776248,0,170.9931815,150.505751,3.3358,0,13.07643612,0.0018372,43.4596654,1.597536619,1.611411318,6.68451,175,1.61136238,54.1541,0.09968,423.458,152.8202873,152.8202873,0.00888341,179.5552781
9110499,8.11E-06,0.12432871,158.7931146,0.836701341,1.608580732,1.613621632,1.805330167,1.608583251,2.87613,30.12588748,0,13.33546266,0,125.4978199,0,116.374184,141.524704,2.30501,0,10.78768668,0,28.40607935,1.60573194,1.608583251,4.47724,59,1.608578214,47.1371,0.02064,0,159.555827,159.555827,0.002848557,180
9112636,2.94E-05,0.024745542,159.8162995,-1.350016774,1.610784894,1.615494002,1.825609417,1.610794048,3.58825,44.87102325,0,14.92757864,0,124.0371581,0,425.2777939,145.8045447,2.62035,0,20.62226452,0,41.19805137,1.600157239,1.610794048,4.30238,69,1.610775711,104.517,0.03302,0,160.4577133,160.4577133,0.005422542,180
9112960,0.000100664,-0.190439296,151.3467196,1.155245624,1.610691461,1.632028279,1.491657517,1.610722561,21.00621,58.78723056,1,15.08072152,0.00845243,130.2692416,1,173.6167402,143.6934216,4.06405,1,13.17637053,0,40.24791919,1.602102979,1.610722561,21.1265,165,1.610660509,0,0.28304,416.749,152.1400185,152.1400185,0.01003317,177.1195289
9113379,0.000180531,-0.335035177,154.8903972,0.639009104,1.605774024,1.657437913,1.505082061,1.605830043,3.82639,68.90928296,1,15.01095406,0.000658983,135.9964535,1,156.843737,149.8558679,3.36794,1,12.52372696,0.000496494,38.42791315,1.587484991,1.605830043,10.15395,123,1.605718192,91.9954,0.15746,564.856,155.1643499,155.1643499,0.013436165,168.3424866
9113871,4.92E-05,-2.282725337,159.8728987,1.723567649,1.610486182,1.626049672,1.61723907,1.610501374,2.28282,46.59615094,2,16.9344867,0.0109986,132.9395659,2,143.5139575,152.5028043,4.07045,2,11.97973111,0,36.18202738,1.606335459,1.610501374,5.88211,164,1.610471066,399.826,0,0,160.2068433,160.2068433,0.007012723,172.5486032
9114615,3.70E-05,-0.039190028,152.2792796,-0.000422976,1.618546236,1.624871786,1.451756065,1.61855766,3.53934,33.78286123,1,17.93631881,0.0276671,132.0386925,1,134.9245019,147.3423923,4.51295,1,11.61570066,0,39.20057013,1.612340162,1.61855766,7.05638,63,1.618534813,748.792,0.14442,0,152.3050622,152.3050622,0.006081153,156.5592624
9114860,2.33E-07,0.780938777,149.9301577,-0.957588602,1.615778801,1.616307912,2.183770411,1.615778873,1.20976,66.36024971,0,15.19473946,0,124.0368659,0,172.1442087,145.4537195,2.96981,0,13.1203738,0.000127928,43.53242399,1.614887052,1.615778873,4.50258,68,1.615778729,71.4653,0,0,150.3537785,150.3537785,0.000482186,175.3707783
9114864,0.000618182,0.186484429,147.4019573,-0.207789485,1.606387468,1.639079722,2.296335155,1.606580298,3.16228,47.46409165,0,13.42831398,0,122.9743523,0,246.0825015,142.3781609,2.38188,0,15.68701697,0,39.42252645,1.566420888,1.606580298,3.50238,4,1.606194219,0,0.00852,0,147.9920642,147.9920642,0.024863266,173.4884608
9115082,0.000332735,-0.047732833,137.9005102,-0.683230965,1.629737612,1.644628172,3.190539603,1.629840215,1.25588,42.4017311,0,15.06720466,0,128.8494496,0,96.42333087,143.4302837,3.14979,0,9.819538221,0.000471172,29.30565022,1.604140789,1.629840215,1.43611,152,1.629634489,0,0,0,140.7271566,140.7271566,0.018241019,176.0913615
9115176,0.000476228,-0.308238255,153.9834497,-0.544496777,1.607971654,1.634266723,1.616906435,1.608120475,8.47772,66.59825246,0,14.93512914,0,132.7140914,0,41.06675274,143.8837057,3.20367,0,6.408334631,0.00255975,42.93455925,1.573721339,1.608120475,9.78496,139,1.607822089,36.4456,0.17,524.078,154.3287228,154.3287228,0.021822644,172.5675025
9115413,2.84E-05,0.012815073,165.1505498,-0.663168325,1.604552442,1.611401323,1.80354355,1.604561308,5.36296,29.93728797,0,12.83282383,0,122.3957632,0,288.7521621,141.2556923,1.9825,0,16.99270909,0,34.97196292,1.594646629,1.604561308,5.90586,57,1.604543564,0,0.06094,282.675,165.4152138,165.4152138,0.005329891,180
9115422,4.45E-05,0.655741164,161.0632468,0.121798547,1.615124493,1.623257544,1.754646997,1.615138252,3.48895,34.62635861,1,15.94282314,0.00820696,129.5122407,1,79.60628073,141.2001167,3.53926,1,8.922235187,0,35.55184112,1.604662357,1.615138252,4.3124,64,1.615110738,110.657,0.03568,0,161.4306981,161.4306981,0.006667931,180
9115509,0.000108257,0.462862742,148.6693217,0.960200675,1.603053708,1.62470563,1.366470115,1.603087334,8.65576,64.68268755,0,13.58415813,0,121.2908166,0,222.0781988,142.1909472,2.26109,0,14.90228838,0,40.26559883,1.591716125,1.603087334,9.22549,15,1.60302022,0,0.26736,906.721,149.1854469,149.1854469,0.010404662,176.6811681
9115565,0.000111082,-0.104517454,151.8701738,-0.325027812,1.609665903,1.625462895,2.294184838,1.609700457,1.51467,55.09511311,0,14.36076843,0,130.8610671,0,171.9021785,146.9658928,2.7706,0,13.11114711,1.73E-05,39.66649542,1.590734416,1.609700457,2.03783,3,1.609631299,0,0,0,153.2653425,153.2653425,0.010539534,178.3945045
9115727,3.36E-05,1.643474201,153.8671905,0.731108306,1.607525611,1.619065208,1.801882045,1.607536036,2.66014,44.67969977,0,14.46483806,0,119.6611981,0,206.6919766,145.4406936,2.91829,0,14.37678603,0.00013918,42.51961619,1.600714557,1.607536036,4.03142,64,1.607515204,96.9097,0.03412,0,154.1213201,154.1213201,0.005794481,180
9115736,0.000170603,-0.722015523,141.329622,0.188685046,1.609527061,1.62796945,1.468260051,1.609580005,14.54932,63.24954344,0,15.36397879,0,118.1729221,0,175.1920829,142.3872928,2.909,0,13.23601461,0.000129353,44.25865266,1.590713165,1.609580005,14.72769,163,1.60947417,0,0.2922,622.648,141.4264531,141.4264531,0.013061505,148.636875
9116969,3.35E-05,-0.379408458,166.1397012,0.286472017,1.607299329,1.61600639,1.886685663,1.607309748,1.88404,30.24576099,0,15.18706024,0,130.2657312,0,105.4449618,144.9214123,3.14844,0,10.26863972,0.000493186,16.42350308,1.59973704,1.607309748,3.34439,59,1.607288916,0,0,0,166.5284231,166.5284231,0.005789371,180
9117046,0.000135624,-0.232393442,156.2783505,-0.113368438,1.610702589,1.626393285,1.559034017,1.610744714,7.63418,48.91857986,0,16.29783555,0,130.0759365,0,183.7370398,142.9023198,3.42753,0,13.55496366,0.00156817,26.33997228,1.591426302,1.610744714,8.33546,51,1.610660441,0.10439,0.17084,509.242,157.4485018,157.4485018,0.011645762,179.9720426
9117047,0.000248306,0.124540555,143.5011888,0.847356659,1.602646588,1.634816354,2.807087445,1.602723629,0.39499,40.54650276,1,16.55299244,0.00640075,133.1278874,1,152.2150503,145.9857059,3.56407,1,12.33754636,0,26.53806882,1.58437953,1.602723629,1.4795,4,1.602569969,0,0,0,144.0974177,144.0974177,0.015757733,165.3412365
9117119,1.29E-06,-1.488625783,158.6493824,0.631649413,1.608321922,1.610192165,1.611887266,1.608322323,2.25091,48.15494856,1,15.64600193,0.00350017,131.1812539,1,115.5843662,145.3495944,3.57447,1,10.75101698,0,65.47395389,1.607197983,1.608322323,5.85015,164,1.60832152,430.632,0,0,159.1066438,159.1066438,0.001136544,174.0914799
